"id","title","description","input_description","output_description","samples","test_case_id","test_case_score","hint","languages","template","create_time","last_update_time","time_limit","memory_limit","spj","spj_language","spj_code","spj_version","rule_type","visible","difficulty","source","submission_number","accepted_number","created_by_id","_id","statistic_info","total_score","contest_id","is_public","spj_compile_ok","io_mode","share_submission"
11,"分解质因数","<p>求出区间[a,b]中所有整数的质因数分解。</p>","<p>输入两个整数a，b。</p>","<p>每行输出一个数的分解，形如k=a1a2a3...(a1&lt;=a2&lt;=a3...，k也是从小到大的)(具体可看样例)</p>","[{""input"": ""3 10"", ""output"": ""3=3\n4=2*2\n5=5\n6=2*3\n7=7\n8=2*2*2\n9=3*3\n10=2*5\n""}]","6e47c5a51e7b2980ad2292ecbe267037","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p>提示</p><p>先筛出所有素数，然后再分解。</p><p>数据规模和约定</p><p>2&lt;=a&lt;=b&lt;=10000</p>","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 11:40:21.839839+00",NULL,1000,512,False,NULL,NULL,NULL,"ACM",True,"Low","",539,199,1,"1-7","{""0"": 199, ""1"": 56, ""4"": 62, ""-1"": 146, ""-2"": 67}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
12,"高精度加法","<p>输入两个整数a和b，输出这两个整数的和。a和b都不超过100位。算法描述</p><p>由于a和b都比较大，所以不能直接使用语言中的标准数据类型来存储。对于这种问题，一般使用数组来处理。</p><p>定义一个数组A，A[0]用于存储a的个位，A[1]用于存储a的十位，依此类推。同样可以用一个数组B来存储b。</p><p>计算c = a + b的时候，首先将A[0]与B[0]相加，如果有进位产生，则把进位（即和的十位数）存入r，把和的个位数存入C[0]，即C[0]等于(A[0]+B[0])%10。然后计算A[1]与B[1]相加，这时还应将低位进上来的值r也加起来，即C[1]应该是A[1]、B[1]和r三个数的和．如果又有进位产生，则仍可将新的进位存入到r中，和的个位存到C[1]中。依此类推，即可求出C的所有位。</p><p>最后将C输出即可。</p>","<p>输入包括两行，第一行为一个非负整数a，第二行为一个非负整数b。两个整数都不超过100位，两数的最高位都不是0。</p>","<p>输出一行，表示a + b的值。</p>","[{""input"": ""20100122201001221234567890\n2010012220100122\n"", ""output"": ""20100122203011233454668012""}]","ac0d81ea3c669342e1fd6242c1e9bb3c","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 11:41:54.972086+00",NULL,1000,512,False,NULL,NULL,NULL,"ACM",True,"Low","",337,134,1,"1-8","{""0"": 134, ""1"": 7, ""4"": 17, ""-1"": 113, ""-2"": 66}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
13,"龟兔赛跑预测","<p>话说这个世界上有各种各样的兔子和乌龟，但是 研究发现，所有的兔子和乌龟都有一个共同的特点——喜欢赛跑。于是世界上各个角落都不断在发生着乌龟和兔子的比赛，小华对此很感兴趣，于是决定研究不同兔 子和乌龟的赛跑。他发现，兔子虽然跑比乌龟快，但它们有众所周知的毛病——骄傲且懒惰，于是在与乌龟的比赛中，一旦任一秒结束后兔子发现自己领先t米或以 上，它们就会停下来休息s秒。对于不同的兔子，t，s的数值是不同的，但是所有的乌龟却是一致——它们不到终点决不停止。</p><p>然而有些比赛相当漫长，全程观看会耗费大量时间，而小华发现只要在每场比赛开始后记录下兔子和乌龟的数据——兔子的速度v1（表示每秒兔子能跑v1 米），乌龟的速度v2，以及兔子对应的t，s值，以及赛道的长度l——就能预测出比赛的结果。但是小华很懒，不想通过手工计算推测出比赛的结果，于是他找 到了你——华东师范大学某系的高材生——请求帮助，请你写一个程序，对于输入的一场比赛的数据v1，v2，t，s，l，预测该场比赛的结果。</p>","<p>输入只有一行，包含用空格隔开的五个正整数v1，v2，t，s，l，其中(v1,v2&lt;=100;t&lt;=300;s&lt;=10;l&lt;=10000且为v1,v2的公倍数)</p>","<p>输出包含两行，第一行输出比赛结果——一个大写字母“T”或“R”或“D”，分别表示乌龟获胜，兔子获胜，或者两者同时到达终点。　第二行输出一个正整数，表示获胜者（或者双方同时）到达终点所耗费的时间（秒数）。</p>","[{""input"": ""10 5 5 2 20"", ""output"": ""D\n4\n""}, {""input"": ""10 5 5 1 20"", ""output"": ""R\n3\n""}, {""input"": ""10 5 5 3 20"", ""output"": ""T\n4\n""}]","aa55a79a3c32cf5c0c84a136f2d4d72c","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 11:45:56.361769+00",NULL,1000,512,False,NULL,NULL,NULL,"ACM",True,"Low","",621,154,1,"1-9","{""0"": 154, ""1"": 6, ""4"": 7, ""-1"": 320, ""-2"": 100}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
14,"横向打印二叉树","<p>二叉树可以用于排序。其原理很简单：对于一个排序二叉树添加新节点时，先与根节点比较，若小则交给左子树继续处理，否则交给右子树。</p><p>当遇到空子树时，则把该节点放入那个位置。</p><p>比如，10 8 5 7 12 4 的输入顺序，应该建成二叉树如下图所示，其中.表示空白。</p><p>...|-12<br />10-|<br />...|-8-|<br />.......|...|-7<br />.......|-5-|<br />...........|-4</p><p>本题目要求：根据已知的数字，建立排序二叉树，并在标准输出中横向打印该二叉树。</p>","<p>输入数据为一行空格分开的N个整数。 N&lt;100，每个数字不超过10000。</p>","<p>输出该排序二叉树的横向表示。为了便于评卷程序比对空格的数目，请把空格用句点代替：</p>","[{""input"": ""10 5 20 \n"", ""output"": ""...|-20 \n10-| \n...|-5 \n""}, {""input"": ""5 10 20 8 4 7 \n"", ""output"": "".......|-20 \n..|-10-| ..|\n....|-8-| ..|\n........|-7 \n5-| \n..|-4 \n""}]","3169ba7d921c6042ac0109ee99576d4f","[{""score"": 25, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 25, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 25, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 25, ""input_name"": ""4.in"", ""output_name"": ""4.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 12:01:18.258534+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Mid","",102,48,1,"1-35","{""0"": 48, ""4"": 2, ""-1"": 32, ""-2"": 20}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
15,"回形取数","<p>回形取数就是沿矩阵的边取数，若当前方向上无数可取或已经取过，则左转90度。一开始位于矩阵左上角，方向向下。</p>","<p>输入第一行是两个不超过200的正整数m, n，表示矩阵的行和列。接下来m行每行n个整数，表示这个矩阵。</p>","<p>输出只有一行，共mn个数，为输入矩阵回形取数得到的结果。数之间用一个空格分隔，行末不要有多余的空格。</p>","[{""input"": ""3 3\n1 2 3\n4 5 6\n7 8 9\n"", ""output"": ""1 4 7 8 9 6 3 2 5""}, {""input"": ""3 2\n1 2\n3 4\n5 6\n"", ""output"": ""1 3 5 6 4 2""}]","12af7f0de5cc7e730d4779a49a8c1247","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 12:07:28.5724+00",NULL,1000,512,False,NULL,NULL,NULL,"ACM",True,"Low","",539,140,1,"1-10","{""0"": 140, ""1"": 63, ""2"": 7, ""4"": 71, ""-1"": 170, ""-2"": 72}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
16,"回文数字","<p>观察数字：12321，123321 都有一个共同的特征，无论从左到右读还是从右向左读，都是相同的。这样的数字叫做：回文数字。</p><p>本题要求你找到一些5位或6位的十进制数字。满足如下要求：</p><p>该数字的各个数位之和等于输入的整数。</p>","<p>一个正整数 n (10&lt;n&lt;100), 表示要求满足的数位和。</p>","<p>若干行，每行包含一个满足要求的5位或6位整数。</p><p>数字按从小到大的顺序排列。</p><p>如果没有满足条件的，输出：-1</p>","[{""input"": ""44\n"", ""output"": ""99899 \n499994 \n589985 \n598895\n 679976 \n688886\n 697796\n 769967 \n778877 \n787787\n 796697\n 859958\n 868868\n 877778\n 886688\n 895598\n949949 \n958859 \n967769 \n976679 \n985589 \n994499\n\n""}, {""input"": ""60\n"", ""output"": ""-1\n""}]","148350bd866dc6e4636d0c02654053a6","[{""score"": 20, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 20, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 20, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 20, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 20, ""input_name"": ""5.in"", ""output_name"": ""5.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 12:11:52.690724+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Mid","",353,150,1,"1-36","{""0"": 150, ""1"": 9, ""4"": 9, ""-1"": 126, ""-2"": 59}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
17,"阶乘计算","<p>输入一个正整数n，输出n!的值。</p><p>其中n!=123…n。</p><p>算法描述</p><p>n!可能很大，而计算机能表示的整数范围有限，需要使用高精度计算的方法。使用一个数组A来表示一个大整数a，A[0]表示a的个位，A[1]表示a的十位，依次类推。</p><p>将a乘以一个整数k变为将数组A的每一个元素都乘以k，请注意处理相应的进位。</p><p>首先将a设为1，然后乘2，乘3，当乘到n时，即得到了n!的值。</p>","<p>输入包含一个正整数n，n&lt;=1000。</p>","<p>输出n!的准确值。</p>","[{""input"": ""10"", ""output"": ""3628800""}]","d28c4ed42a01748a2ef86b46d297884a","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 12:13:01.215885+00",NULL,1000,512,False,NULL,NULL,NULL,"ACM",True,"Low","",431,149,1,"1-11","{""0"": 149, ""1"": 10, ""2"": 6, ""4"": 37, ""-1"": 147, ""-2"": 82}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
18,"矩形面积交","<p>平面上有两个矩形，它们的边平行于直角坐标系的X轴或Y轴。对于每个矩形，我们给出它的一对相对顶点的坐标，请你编程算出两个矩形的交的面积。</p>","<p>输入仅包含两行，每行描述一个矩形。</p><p>在每行中，给出矩形的一对相对顶点的坐标，每个点的坐标都用两个绝对值不超过10^7的实数表示。</p>","<p>输出仅包含一个实数，为交的面积，保留到小数后两位。</p>","[{""input"": ""1 1 3 3\n2 2 4 4\n"", ""output"": ""1.00""}]","d065ed1a3134918474af9591eeae2611","[{""score"": 14, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 14, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 14, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 14, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 14, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 14, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 14, ""input_name"": ""7.in"", ""output_name"": ""7.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 12:15:29.017269+00",NULL,1000,512,False,NULL,NULL,NULL,"ACM",True,"Low","",409,118,1,"1-12","{""0"": 118, ""4"": 18, ""-1"": 236, ""-2"": 37}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
19,"剪格子","<p>如下图所示，3 x 3 的格子中填写了一些整数。</p><p><img src=""/public/upload/afb9034a5e.jpg"" alt=""1537274166948.jpg"" /></p><p>我们沿着图中的星号线剪开，得到两个部分，每个部分的数字和都是60。</p><p>本题的要求就是请你编程判定：对给定的m x n 的格子中的整数，是否可以分割为两个部分，使得这两个区域的数字和相等。</p><p>如果存在多种解答，请输出包含左上角格子的那个区域包含的格子的最小数目。</p><p>如果无法分割，则输出 0。</p>","<p>程序先读入两个整数 m n 用空格分割 (m,n&lt;10)。</p><p>表示表格的宽度和高度。</p><p>接下来是n行，每行m个正整数，用空格分开。每个整数不大于10000。</p>","<p>输出一个整数，表示在所有解中，包含左上角的分割区可能包含的最小的格子数目。</p>","[{""input"": ""3 3\n 10 1 52\n 20 30 1\n 1 2 3 \n"", ""output"": ""3 \n""}, {""input"": ""4 3 \n1 1 1 1 \n1 30 80 2 \n1 1 1 100 \n"", ""output"": ""10 \n""}]","972b53e04250f6238fc42269126f322d","[{""score"": 33, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 33, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 33, ""input_name"": ""3.in"", ""output_name"": ""3.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 12:18:27.495701+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Mid","",215,92,1,"1-37","{""0"": 92, ""1"": 5, ""4"": 2, ""-1"": 51, ""-2"": 65}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
20,"矩阵乘法","<p>给定一个N阶矩阵A，输出A的M次幂（M是非负整数）</p><p>例如：</p><p>A =</p><p>1 2</p><p>3 4</p><p>A的2次幂</p><p>7 10</p><p>15 22</p>","<p>第一行是一个正整数N、M（1&lt;=N&lt;=30, 0&lt;=M&lt;=5），表示矩阵A的阶数和要求的幂数</p><p>接下来N行，每行N个绝对值不超过10的非负整数，描述矩阵A的值</p>","<p>输出共N行，每行N个整数，表示A的M次幂所对应的矩阵。相邻的数之间用一个空格隔开</p>","[{""input"": ""2 2\n1 2\n3 4\n"", ""output"": ""7 10\n15 22\n""}]","a7024888d0ae8fe267ea13adc5647506","[{""score"": 17, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 17, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 17, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 17, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 17, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 17, ""input_name"": ""6.in"", ""output_name"": ""6.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 12:18:30.733222+00",NULL,1000,512,False,NULL,NULL,NULL,"ACM",True,"Low","",734,131,1,"1-13","{""0"": 131, ""1"": 8, ""4"": 23, ""-1"": 458, ""-2"": 114}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
21,"时间转换","<p>给定一个以秒为单位的时间t，要求用 “::”的格式来表示这个时间。表示时间，表示分钟， 而表示秒，它们都是整数且没有前导的“0”。例如，若t=0，则应输出是“0:0:0”；若t=3661，则输出“1:1:1”。</p>","<p>输入只有一行，是一个整数t（0&lt;=t&lt;=86399）。</p>","<p>输出只有一行，是以“::”的格式所表示的时间，不包括引号。</p>","[{""input"": ""0"", ""output"": ""0:0:0""}, {""input"": ""5436"", ""output"": ""1:30:36""}]","235020449b2f996679c2662f392c37ae","[{""score"": 3, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 3, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 3, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 3, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 3, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 3, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 3, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 3, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 3, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 3, ""input_name"": ""10.in"", ""output_name"": ""10.out""}, {""score"": 3, ""input_name"": ""11.in"", ""output_name"": ""11.out""}, {""score"": 3, ""input_name"": ""12.in"", ""output_name"": ""12.out""}, {""score"": 3, ""input_name"": ""13.in"", ""output_name"": ""13.out""}, {""score"": 3, ""input_name"": ""14.in"", ""output_name"": ""14.out""}, {""score"": 3, ""input_name"": ""15.in"", ""output_name"": ""15.out""}, {""score"": 3, ""input_name"": ""16.in"", ""output_name"": ""16.out""}, {""score"": 3, ""input_name"": ""17.in"", ""output_name"": ""17.out""}, {""score"": 3, ""input_name"": ""18.in"", ""output_name"": ""18.out""}, {""score"": 3, ""input_name"": ""19.in"", ""output_name"": ""19.out""}, {""score"": 3, ""input_name"": ""20.in"", ""output_name"": ""20.out""}, {""score"": 3, ""input_name"": ""21.in"", ""output_name"": ""21.out""}, {""score"": 3, ""input_name"": ""22.in"", ""output_name"": ""22.out""}, {""score"": 3, ""input_name"": ""23.in"", ""output_name"": ""23.out""}, {""score"": 3, ""input_name"": ""24.in"", ""output_name"": ""24.out""}, {""score"": 3, ""input_name"": ""25.in"", ""output_name"": ""25.out""}, {""score"": 3, ""input_name"": ""26.in"", ""output_name"": ""26.out""}, {""score"": 3, ""input_name"": ""27.in"", ""output_name"": ""27.out""}, {""score"": 3, ""input_name"": ""28.in"", ""output_name"": ""28.out""}, {""score"": 3, ""input_name"": ""29.in"", ""output_name"": ""29.out""}, {""score"": 3, ""input_name"": ""30.in"", ""output_name"": ""30.out""}, {""score"": 3, ""input_name"": ""31.in"", ""output_name"": ""31.out""}, {""score"": 3, ""input_name"": ""32.in"", ""output_name"": ""32.out""}, {""score"": 3, ""input_name"": ""33.in"", ""output_name"": ""33.out""}, {""score"": 3, ""input_name"": ""34.in"", ""output_name"": ""34.out""}, {""score"": 3, ""input_name"": ""35.in"", ""output_name"": ""35.out""}, {""score"": 3, ""input_name"": ""36.in"", ""output_name"": ""36.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 12:20:27.561264+00",NULL,1000,512,False,NULL,NULL,NULL,"ACM",True,"Low","",204,148,1,"1-14","{""0"": 148, ""4"": 2, ""-1"": 25, ""-2"": 29}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
22,"矩阵翻硬币","<p>小明先把硬币摆成了一个 n 行 m 列的矩阵。</p><p>随后，小明对每一个硬币分别进行一次 Q 操作。</p><p>对第x行第y列的硬币进行 Q 操作的定义：将所有第 ix 行，第 jy 列的硬币进行翻转。</p><p>其中i和j为任意使操作可行的正整数，行号和列号都是从1开始。</p><p>当小明对所有硬币都进行了一次 Q 操作后，他发现了一个奇迹——所有硬币均为正面朝上。</p><p>小明想知道最开始有多少枚硬币是反面朝上的。于是，他向他的好朋友小M寻求帮助。</p><p>聪明的小M告诉小明，只需要对所有硬币再进行一次Q操作，即可恢复到最开始的状态。然而小明很懒，不愿意照做。于是小明希望你给出他更好的方法。帮他计算出答案。</p>","<p>输入数据包含一行，两个正整数 n m，含义见题目描述。</p>","<p>输出一个正整数，表示最开始有多少枚硬币是反面朝上的。</p>","[{""input"": ""2 3\n"", ""output"": ""1\n""}]","a9786300eefa60bd5482e6c252e1f2d6","[{""score"": 10, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 10, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 10, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 10, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 10, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 10, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 10, ""input_name"": ""7.in"", ""output_name"": ""7.out""}, {""score"": 10, ""input_name"": ""8.in"", ""output_name"": ""8.out""}, {""score"": 10, ""input_name"": ""9.in"", ""output_name"": ""9.out""}, {""score"": 10, ""input_name"": ""10.in"", ""output_name"": ""10.out""}]","<p>对于10%的数据，n、m &lt;= 10^3；</p><p>对于20%的数据，n、m &lt;= 10^7；</p><p>对于40%的数据，n、m &lt;= 10^15；</p><p>对于10%的数据，n、m &lt;= 10^1000（10的1000次方）。</p>","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 12:27:16.76979+00",NULL,1000,256,False,NULL,NULL,NULL,"ACM",True,"Mid","",177,33,1,"1-38","{""0"": 33, ""1"": 22, ""4"": 20, ""-1"": 61, ""-2"": 41}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
23,"数的读法","<p>Tom教授正在给研究生讲授一门关于基因的课程，有一件事情让他颇为头疼：一条染色体上有成千上万个碱基对，它们从0开始编号，到几百万，几千万，甚至上亿。</p><p>比如说，在对学生讲解第1234567009号位置上的碱基时，光看着数字是很难准确的念出来的。</p><p>所以，他迫切地需要一个系统，然后当他输入12 3456 7009时，会给出相应的念法：</p><p>十二亿三千四百五十六万七千零九</p><p>用汉语拼音表示为</p><p>shi er yi san qian si bai wu shi liu wan qi qian ling jiu</p><p>这样他只需要照着念就可以了。</p><p>你的任务是帮他设计这样一个系统：给定一个阿拉伯数字串，你帮他按照中文读写的规范转为汉语拼音字串，相邻的两个音节用一个空格符格开。</p><p>注意必须严格按照规范，比如说“10010”读作“yi wan ling yi shi”而不是“yi wan ling shi”，“100000”读作“shi wan”而不是“yi shi wan”，“2000”读作“er qian”而不是“liang qian”。</p>","<p>有一个数字串，数值大小不超过2,000,000,000。</p>","<p>是一个由小写英文字母，逗号和空格组成的字符串，表示该数的英文读法。</p>","[{""input"": ""1234567009"", ""output"": ""shi er yi san qian si bai wu shi liu wan qi qian ling jiu""}]","4939aa00eeeeb6e93e107ff05a3bb034","[{""score"": 14, ""input_name"": ""1.in"", ""output_name"": ""1.out""}, {""score"": 14, ""input_name"": ""2.in"", ""output_name"": ""2.out""}, {""score"": 14, ""input_name"": ""3.in"", ""output_name"": ""3.out""}, {""score"": 14, ""input_name"": ""4.in"", ""output_name"": ""4.out""}, {""score"": 14, ""input_name"": ""5.in"", ""output_name"": ""5.out""}, {""score"": 14, ""input_name"": ""6.in"", ""output_name"": ""6.out""}, {""score"": 14, ""input_name"": ""7.in"", ""output_name"": ""7.out""}]","","[""C"", ""C++"", ""Java"", ""Python2"", ""Python3""]","{}","2018-09-18 12:30:09.734035+00",NULL,1000,509,False,NULL,NULL,NULL,"ACM",True,"Low","",147,68,1,"1-15","{""0"": 68, ""4"": 1, ""-1"": 58, ""-2"": 20}",0,NULL,False,False,"{""input"": ""input.txt"", ""output"": ""output.txt"", ""io_mode"": ""Standard IO""}",False
